#,Entries,Last Submission UTC (Best − Last Submission),Score,Team Name  * in the money,slug,Δ1d,Δ1w,Δ5d
1201.0,1.0,"Thu, 11 Aug 2016 17:13:47",0.9787309999999999,Isaac Thompson,predicting-red-hat-business-value,,↓321,
1202.0,5.0,"Wed, 07 Sep 2016 11:20:38  (-1h)",0.9787309999999999,Sivaram L,predicting-red-hat-business-value,,↑77,
1203.0,7.0,"Sat, 06 Aug 2016 15:14:42  (-0.2h)",0.978726,lewis,predicting-red-hat-business-value,,↓322,
1204.0,2.0,"Fri, 12 Aug 2016 11:37:42  (-1.2h)",0.978725,smilesun,predicting-red-hat-business-value,,↓322,
1205.0,1.0,"Thu, 01 Sep 2016 09:17:34",0.9787239999999999,Marble,predicting-red-hat-business-value,,↓322,
1206.0,1.0,"Fri, 12 Aug 2016 19:54:04",0.978723,skthetwo,predicting-red-hat-business-value,,↓322,
1207.0,1.0,"Mon, 08 Aug 2016 13:13:19",0.978723,Bargava,predicting-red-hat-business-value,,↓322,
1208.0,5.0,"Fri, 26 Aug 2016 12:16:12  (-2.2d)",0.978715,Parthajit Bhattacharya,predicting-red-hat-business-value,,↓322,
1209.0,1.0,"Sat, 20 Aug 2016 11:43:13",0.978712,Jelmer Blok,predicting-red-hat-business-value,,↓321,
1210.0,1.0,"Sun, 21 Aug 2016 19:43:04",0.978712,Dave,predicting-red-hat-business-value,,↓321,
1211.0,9.0,"Tue, 09 Aug 2016 11:45:31  (-0.8h)",0.978708,Rajesh Chauhan,predicting-red-hat-business-value,,↓321,
1212.0,2.0,"Sun, 21 Aug 2016 16:10:32",0.978706,DisplayName,predicting-red-hat-business-value,,↓321,
1213.0,2.0,"Thu, 08 Sep 2016 12:02:30  (-1.1h)",0.978706,AmandeepChanyal,predicting-red-hat-business-value,,new,
1214.0,1.0,"Thu, 08 Sep 2016 15:46:50",0.9787040000000001,Let's Do It,predicting-red-hat-business-value,,new,
1215.0,1.0,"Tue, 09 Aug 2016 17:44:28",0.9787040000000001,aguerreiro,predicting-red-hat-business-value,,↓323,
1216.0,3.0,"Wed, 31 Aug 2016 10:41:07",0.9787040000000001,Made in Brasília  Aluisio Lima  ThiagoTouya  Mário Sérgio,predicting-red-hat-business-value,,↓323,
1217.0,2.0,"Fri, 12 Aug 2016 05:44:41",0.9787040000000001,nick,predicting-red-hat-business-value,,↓323,
1218.0,6.0,"Fri, 12 Aug 2016 03:09:46  (-0.2h)",0.9787030000000001,Paul Fornia,predicting-red-hat-business-value,,↓323,
1219.0,7.0,"Fri, 19 Aug 2016 17:47:43  (-0.3h)",0.9787030000000001,SHARMA ARNAV,predicting-red-hat-business-value,,↓323,
1220.0,2.0,"Fri, 09 Sep 2016 17:59:22  (-2.1h)",0.9787020000000001,liubieqian,predicting-red-hat-business-value,,new,
1221.0,18.0,"Fri, 19 Aug 2016 18:30:43  (-0.1h)",0.978701,Jayhawk1900,predicting-red-hat-business-value,,↓324,
1222.0,2.0,"Tue, 06 Sep 2016 11:01:39  (-13.9h)",0.978701,mauri,predicting-red-hat-business-value,,new,
1223.0,2.0,"Fri, 19 Aug 2016 18:07:07  (-0.3h)",0.9787,Joshua Suen,predicting-red-hat-business-value,,↓325,
1224.0,2.0,"Sun, 14 Aug 2016 21:50:14  (-0h)",0.9787,MarcelRitos,predicting-red-hat-business-value,,↓325,
1225.0,1.0,"Sat, 20 Aug 2016 17:14:53",0.9787,LiJasmine,predicting-red-hat-business-value,,↓324,
1226.0,3.0,"Sat, 27 Aug 2016 04:26:37  (-0.3h)",0.978698,Melinda Smith,predicting-red-hat-business-value,,↓324,
1227.0,3.0,"Sat, 03 Sep 2016 22:45:35  (-0.1h)",0.9786549999999999,VVS0713,predicting-red-hat-business-value,,new,
1228.0,1.0,"Tue, 30 Aug 2016 19:27:41",0.9786360000000001,LJavier,predicting-red-hat-business-value,,↓325,
1229.0,7.0,"Fri, 12 Aug 2016 01:22:10",0.978563,Fish,predicting-red-hat-business-value,,↓325,
1230.0,3.0,"Sat, 03 Sep 2016 02:09:04",0.9785530000000001,jestaka,predicting-red-hat-business-value,,new,
1231.0,6.0,"Sat, 03 Sep 2016 00:04:09",0.9785370000000001,mozli,predicting-red-hat-business-value,,↑317,
1232.0,1.0,"Wed, 31 Aug 2016 08:56:14",0.978532,jnix,predicting-red-hat-business-value,,↓327,
1233.0,2.0,"Sat, 03 Sep 2016 18:48:23  (-4.6h)",0.978503,rjkc,predicting-red-hat-business-value,,new,
1234.0,5.0,"Fri, 02 Sep 2016 03:40:57",0.978424,Karthik Gotham,predicting-red-hat-business-value,,↓328,
1235.0,28.0,"Fri, 09 Sep 2016 14:00:11  (-23.9h)",0.978404,BonamPrabhuVaraPrasad,predicting-red-hat-business-value,,↑115,
1236.0,1.0,"Thu, 11 Aug 2016 21:30:14",0.978402,Yilin Zhao,predicting-red-hat-business-value,,↓329,
1237.0,8.0,"Fri, 09 Sep 2016 21:54:48",0.978361,ChrisW,predicting-red-hat-business-value,,new,
1238.0,9.0,"Fri, 09 Sep 2016 02:43:42  (-26.1h)",0.978333,Himit  Himit  Abhishek Kumar,predicting-red-hat-business-value,,new,
1239.0,1.0,"Tue, 23 Aug 2016 15:14:10",0.978308,kexin,predicting-red-hat-business-value,,↓330,
1240.0,9.0,"Wed, 07 Sep 2016 17:49:28",0.978269,RFont,predicting-red-hat-business-value,,↓195,
1241.0,4.0,"Mon, 22 Aug 2016 01:58:37  (-0.8h)",0.978244,brandon,predicting-red-hat-business-value,,↓331,
1242.0,6.0,"Thu, 11 Aug 2016 20:12:30  (-20.8h)",0.9782420000000001,StoZ,predicting-red-hat-business-value,,↓331,
1243.0,28.0,"Fri, 09 Sep 2016 06:04:02  (-4d)",0.97816,IaryJoseph,predicting-red-hat-business-value,,↓302,
1244.0,2.0,"Wed, 07 Sep 2016 09:18:25",0.978089,yxhung,predicting-red-hat-business-value,,new,
1245.0,1.0,"Tue, 06 Sep 2016 07:58:55",0.978073,rimmyjain,predicting-red-hat-business-value,,new,
1246.0,1.0,"Fri, 12 Aug 2016 11:27:00",0.9780610000000001,PriyankaSharma,predicting-red-hat-business-value,,↓334,
1247.0,1.0,"Mon, 15 Aug 2016 21:48:00",0.97806,Hrvojeee,predicting-red-hat-business-value,,↓334,
1248.0,1.0,"Sat, 03 Sep 2016 07:38:17",0.9779760000000001,Surjya Padhi,predicting-red-hat-business-value,,new,
1249.0,1.0,"Thu, 08 Sep 2016 13:15:36",0.9779200000000001,Константин Кукин,predicting-red-hat-business-value,,new,
1250.0,12.0,"Fri, 02 Sep 2016 02:56:02  (-3.8d)",0.977881,Dean Wu,predicting-red-hat-business-value,,↓334,
1251.0,5.0,"Wed, 10 Aug 2016 07:45:10  (-1.4h)",0.977878,vivekkumar,predicting-red-hat-business-value,,↓334,
1252.0,1.0,"Thu, 04 Aug 2016 12:11:27",0.977865,shawn,predicting-red-hat-business-value,,↓334,
1253.0,1.0,"Sun, 04 Sep 2016 22:52:57",0.977857,Ravi Teja Gutta,predicting-red-hat-business-value,,new,
1254.0,5.0,"Fri, 09 Sep 2016 15:33:04",0.977852,ywchan2,predicting-red-hat-business-value,,new,
1255.0,3.0,"Sat, 06 Aug 2016 18:33:17  (-0.2h)",0.977771,Samrudhkumar,predicting-red-hat-business-value,,↓335,
1256.0,4.0,"Fri, 05 Aug 2016 23:06:49  (-0.6h)",0.977767,Sebastian,predicting-red-hat-business-value,,↓335,
1257.0,19.0,"Fri, 19 Aug 2016 23:01:07  (-6.2h)",0.977692,fuck an algorithm  Trill Phil  Duncanw  LawrenceChan,predicting-red-hat-business-value,,↓335,
1258.0,4.0,"Sat, 27 Aug 2016 22:41:36",0.977692,AzAkhtyamov,predicting-red-hat-business-value,,↓335,
1259.0,16.0,"Mon, 29 Aug 2016 13:05:46  (-19.9h)",0.977692,Vladimir Milushev,predicting-red-hat-business-value,,↓335,
1260.0,16.0,"Fri, 02 Sep 2016 07:18:40  (-42.9h)",0.977692,Savioz,predicting-red-hat-business-value,,↓335,
1261.0,1.0,"Thu, 01 Sep 2016 17:41:15",0.977692,tuanminh,predicting-red-hat-business-value,,↓335,
1262.0,5.0,"Sun, 04 Sep 2016 17:44:13",0.977692,piushvaish,predicting-red-hat-business-value,,↑55,
1263.0,2.0,"Wed, 07 Sep 2016 23:12:03  (-0.7h)",0.977692,Mikhail Pershin,predicting-red-hat-business-value,,new,
1264.0,6.0,"Thu, 08 Sep 2016 04:18:55",0.977584,ScottyP,predicting-red-hat-business-value,,↑81,
1265.0,7.0,"Tue, 23 Aug 2016 14:55:08  (-19.1d)",0.977567,Elie A.,predicting-red-hat-business-value,,↓337,
1266.0,11.0,"Thu, 08 Sep 2016 19:41:59",0.9772700000000001,RedHatKagglers,predicting-red-hat-business-value,,↓276,
1267.0,2.0,"Fri, 05 Aug 2016 12:13:56  (-24.8h)",0.9772489999999999,sna,predicting-red-hat-business-value,,↓338,
1268.0,1.0,"Mon, 15 Aug 2016 00:08:33",0.9769700000000001,btw,predicting-red-hat-business-value,,↓338,
1269.0,8.0,"Thu, 08 Sep 2016 03:27:15",0.976924,cp1795,predicting-red-hat-business-value,,new,
1270.0,2.0,"Fri, 09 Sep 2016 13:28:50",0.976908,Ilya Ezepov,predicting-red-hat-business-value,,new,
1271.0,2.0,"Thu, 01 Sep 2016 18:09:00  (-9d)",0.9765450000000001,Guillem Palou,predicting-red-hat-business-value,,↓340,
1272.0,1.0,"Thu, 18 Aug 2016 11:53:02",0.976196,JONGHYUKOH,predicting-red-hat-business-value,,↓339,
1273.0,1.0,"Thu, 11 Aug 2016 01:06:19",0.9759450000000001,prabhatr,predicting-red-hat-business-value,,↓339,
1274.0,14.0,"Thu, 08 Sep 2016 11:19:47  (-38.9h)",0.9759389999999999,Pablo GM,predicting-red-hat-business-value,,↑178,
1275.0,18.0,"Tue, 06 Sep 2016 20:12:17  (-23.8d)",0.9758819999999999,Diogo,predicting-red-hat-business-value,,↓340,
1276.0,6.0,"Mon, 05 Sep 2016 14:16:42  (-5.8h)",0.9758700000000001,vfs,predicting-red-hat-business-value,,↓54,
1277.0,1.0,"Tue, 06 Sep 2016 02:25:56",0.975842,Tikkichikki  KhushbooTiwari  ArchitGarg,predicting-red-hat-business-value,,new,
1278.0,1.0,"Thu, 04 Aug 2016 19:03:24",0.975748,datanikos,predicting-red-hat-business-value,,↓342,
1279.0,1.0,"Thu, 04 Aug 2016 14:35:12",0.9757389999999999,Avinash SIngh Pundhir,predicting-red-hat-business-value,,↓342,
1280.0,1.0,"Fri, 05 Aug 2016 20:22:36",0.9757389999999999,YiyunZhou,predicting-red-hat-business-value,,↓342,
1281.0,4.0,"Sun, 04 Sep 2016 02:29:55",0.9756959999999999,Ying Haw Lee,predicting-red-hat-business-value,,new,
1282.0,3.0,"Wed, 17 Aug 2016 01:09:36  (-14.1h)",0.975568,towelie,predicting-red-hat-business-value,,↓343,
1283.0,8.0,"Thu, 18 Aug 2016 16:22:08  (-33.3h)",0.975417,Ping Jin,predicting-red-hat-business-value,,↓343,
1284.0,16.0,"Mon, 05 Sep 2016 07:37:03  (-0.9h)",0.9751879999999999,jfrdsc,predicting-red-hat-business-value,,↓234,
1285.0,19.0,"Fri, 09 Sep 2016 09:57:33  (-7.1d)",0.9748290000000001,rirififiloulou,predicting-red-hat-business-value,,↓343,
1286.0,3.0,"Sun, 04 Sep 2016 17:07:35  (-2.9d)",0.974767,jarei,predicting-red-hat-business-value,,↓343,
1287.0,2.0,"Mon, 08 Aug 2016 21:32:31",0.974751,Tal Van Dijk,predicting-red-hat-business-value,,↓343,
1288.0,5.0,"Fri, 09 Sep 2016 13:56:31  (-3.1d)",0.974714,Nick Pentreath,predicting-red-hat-business-value,,new,
1289.0,34.0,"Sat, 03 Sep 2016 05:47:18",0.974339,Damodar,predicting-red-hat-business-value,,↓332,
1290.0,6.0,"Mon, 29 Aug 2016 23:47:48",0.974101,progpaddan,predicting-red-hat-business-value,,↓345,
1291.0,3.0,"Tue, 06 Sep 2016 08:18:28  (-10h)",0.9737110000000001,Patrice,predicting-red-hat-business-value,,new,
1292.0,4.0,"Thu, 08 Sep 2016 14:23:22  (-5d)",0.973643,Belinda Trotta,predicting-red-hat-business-value,,new,
1293.0,12.0,"Thu, 11 Aug 2016 11:11:52",0.973616,adlo,predicting-red-hat-business-value,,↓347,
1294.0,14.0,"Wed, 31 Aug 2016 17:03:36  (-6.8d)",0.9734889999999999,HowlingGuineapig,predicting-red-hat-business-value,,↓347,
1295.0,8.0,"Mon, 29 Aug 2016 18:42:45",0.973358,drjon,predicting-red-hat-business-value,,↓347,
1296.0,1.0,"Wed, 31 Aug 2016 09:36:47",0.973339,SA,predicting-red-hat-business-value,,↓347,
1297.0,2.0,"Mon, 15 Aug 2016 13:15:55  (-7.5d)",0.9731629999999999,MichaelAnderson,predicting-red-hat-business-value,,↓347,
1298.0,2.0,"Wed, 17 Aug 2016 11:16:36  (-0.5h)",0.972972,journey,predicting-red-hat-business-value,,↓347,
1299.0,14.0,"Sat, 27 Aug 2016 06:05:39  (-0.1h)",0.9727600000000001,Jeff,predicting-red-hat-business-value,,↓346,
1300.0,19.0,"Mon, 08 Aug 2016 04:03:49  (-3.9d)",0.9727100000000001,Axel,predicting-red-hat-business-value,,↓346,
1301.0,5.0,"Thu, 01 Sep 2016 14:28:27  (-0.1h)",0.9726809999999999,guillaumedig,predicting-red-hat-business-value,,↓346,
1302.0,3.0,"Sat, 27 Aug 2016 12:58:29  (-6.3h)",0.972648,Yassine Alouini,predicting-red-hat-business-value,,↓346,
1303.0,27.0,"Fri, 09 Sep 2016 07:48:08  (-39.8h)",0.971882,Pragati Shakrawar,predicting-red-hat-business-value,,↓201,
1304.0,6.0,"Mon, 15 Aug 2016 23:29:05",0.9718389999999999,SDCS_AllenCai,predicting-red-hat-business-value,,↓346,
1305.0,9.0,"Mon, 22 Aug 2016 05:24:01  (-7.4h)",0.971823,transplanted_tree,predicting-red-hat-business-value,,↓346,
1306.0,22.0,"Wed, 07 Sep 2016 15:44:08  (-40h)",0.971717,maxood,predicting-red-hat-business-value,,↓336,
1307.0,5.0,"Mon, 22 Aug 2016 20:15:55  (-4h)",0.9715159999999999,Clark Djilo,predicting-red-hat-business-value,,↓347,
1308.0,6.0,"Tue, 30 Aug 2016 11:14:42  (-20.4h)",0.9714079999999999,bupt_qin,predicting-red-hat-business-value,,↓347,
1309.0,5.0,"Wed, 03 Aug 2016 12:31:07",0.9713620000000001,Saxamos,predicting-red-hat-business-value,,↓347,
1310.0,2.0,"Mon, 15 Aug 2016 11:02:37  (-31.8h)",0.971359,echeneis,predicting-red-hat-business-value,,↓347,
1311.0,10.0,"Thu, 25 Aug 2016 13:03:25",0.97085,Christian Wiese,predicting-red-hat-business-value,,↓346,
1312.0,3.0,"Sun, 14 Aug 2016 06:18:34",0.970709,ergodic,predicting-red-hat-business-value,,↓346,
1313.0,2.0,"Sat, 06 Aug 2016 15:03:20  (-29.2h)",0.970608,MachineLearner,predicting-red-hat-business-value,,↓346,
1314.0,18.0,"Wed, 24 Aug 2016 02:51:12  (-10.4d)",0.970276,skyrus,predicting-red-hat-business-value,,↓346,
1315.0,3.0,"Sat, 13 Aug 2016 04:08:45",0.970141,Ryano,predicting-red-hat-business-value,,↓346,
1316.0,8.0,"Tue, 16 Aug 2016 18:42:37",0.9697309999999999,Victor Lorena,predicting-red-hat-business-value,,↓345,
1317.0,10.0,"Thu, 08 Sep 2016 22:39:29  (-40.6h)",0.969709,dvs79,predicting-red-hat-business-value,,new,
1318.0,22.0,"Thu, 08 Sep 2016 15:20:05  (-15.8d)",0.969659,El Totterino,predicting-red-hat-business-value,,↓346,
1319.0,4.0,"Thu, 08 Sep 2016 11:50:51",0.96949,aksharavyas,predicting-red-hat-business-value,,new,
1320.0,6.0,"Tue, 06 Sep 2016 05:49:53",0.9694860000000001,vrajh,predicting-red-hat-business-value,,↓320,
1321.0,10.0,"Mon, 05 Sep 2016 07:34:48  (-13.8h)",0.9694280000000001,Praveen Singh,predicting-red-hat-business-value,,new,
1322.0,12.0,"Mon, 22 Aug 2016 15:10:16",0.96936,Pietro Marini,predicting-red-hat-business-value,,↓349,
1323.0,1.0,"Sat, 03 Sep 2016 20:12:05",0.96895,Alexey Raspopov,predicting-red-hat-business-value,,new,
1324.0,9.0,"Fri, 26 Aug 2016 11:38:01  (-12.5d)",0.9688450000000001,Precog,predicting-red-hat-business-value,,↓350,
1325.0,7.0,"Sat, 03 Sep 2016 12:21:44  (-0.3h)",0.968684,Eugenia Uchaeva,predicting-red-hat-business-value,,↓338,
1326.0,1.0,"Sun, 28 Aug 2016 12:35:14",0.968424,Kokrub,predicting-red-hat-business-value,,↓350,
1327.0,6.0,"Tue, 30 Aug 2016 13:02:36  (-4.9h)",0.968126,Francesco Bonazzi,predicting-red-hat-business-value,,↓350,
1328.0,11.0,"Wed, 07 Sep 2016 01:27:09  (-7.9d)",0.967879,Twill,predicting-red-hat-business-value,,↓350,
1329.0,1.0,"Mon, 08 Aug 2016 16:45:48",0.9678469999999999,Alok Bhatt,predicting-red-hat-business-value,,↓350,
1330.0,13.0,"Fri, 09 Sep 2016 00:43:33  (-8.1d)",0.967784,kareman,predicting-red-hat-business-value,,↓350,
1331.0,8.0,"Wed, 24 Aug 2016 20:49:04",0.967659,NidhiSikarwar,predicting-red-hat-business-value,,↓349,
1332.0,13.0,"Wed, 31 Aug 2016 22:03:44",0.967507,NAIN,predicting-red-hat-business-value,,↓348,
1333.0,5.0,"Fri, 09 Sep 2016 20:13:33",0.9674299999999999,Prabhudatta Das,predicting-red-hat-business-value,,↓158,
1334.0,26.0,"Sun, 21 Aug 2016 01:18:53  (-3.4h)",0.9673649999999999,SyedKaukabEnayet,predicting-red-hat-business-value,,↓349,
1335.0,18.0,"Tue, 30 Aug 2016 15:22:49  (-6d)",0.967205,Taras 2,predicting-red-hat-business-value,,↓349,
1336.0,20.0,"Fri, 09 Sep 2016 20:02:20  (-2.8d)",0.967016,Thúlio Costa,predicting-red-hat-business-value,,new,
1337.0,4.0,"Wed, 07 Sep 2016 08:32:30",0.9667459999999999,Nestor D.,predicting-red-hat-business-value,,new,
1338.0,7.0,"Thu, 04 Aug 2016 14:25:37",0.966708,AmauryFournier,predicting-red-hat-business-value,,↓350,
1339.0,11.0,"Mon, 15 Aug 2016 15:40:32  (-44.2h)",0.96657,Jmh1,predicting-red-hat-business-value,,↓350,
1340.0,5.0,"Sun, 04 Sep 2016 19:37:54  (-3.2h)",0.966268,JFRR,predicting-red-hat-business-value,,new,
1341.0,20.0,"Fri, 09 Sep 2016 11:40:48  (-6.6d)",0.966131,ElMahdaouyAbdelkader,predicting-red-hat-business-value,,↓301,
1342.0,10.0,"Wed, 03 Aug 2016 20:36:30  (-18.8h)",0.966042,maternaj,predicting-red-hat-business-value,,↓351,
1343.0,1.0,"Sat, 13 Aug 2016 08:17:17",0.965923,madcap,predicting-red-hat-business-value,,↓351,
1344.0,46.0,"Fri, 09 Sep 2016 15:13:07",0.965922,Data Dream  Mateusz Jerzyk  Krzysztof Antończak,predicting-red-hat-business-value,,↑12,
1345.0,1.0,"Mon, 08 Aug 2016 02:13:52",0.9658690000000001,square7,predicting-red-hat-business-value,,↓351,
1346.0,18.0,"Sat, 20 Aug 2016 04:25:23  (-2.4d)",0.9658540000000001,Krishna,predicting-red-hat-business-value,,↓351,
1347.0,3.0,"Mon, 29 Aug 2016 17:19:09",0.9656870000000001,machines dislike learning,predicting-red-hat-business-value,,↓351,
1348.0,5.0,"Tue, 30 Aug 2016 18:21:10  (-20.2d)",0.965543,Yuliya Goncharova,predicting-red-hat-business-value,,↓351,
1349.0,14.0,"Thu, 04 Aug 2016 17:13:02",0.9654969999999999,gingerman,predicting-red-hat-business-value,,↓351,
1350.0,3.0,"Mon, 15 Aug 2016 20:59:38  (-1.1h)",0.965449,Blue  Michael Xiao  Nnaemeka Okoro  Poseidon,predicting-red-hat-business-value,,↓351,
1351.0,1.0,"Sat, 13 Aug 2016 16:59:31",0.9653079999999999,KarimAmer,predicting-red-hat-business-value,,↓350,
1352.0,5.0,"Fri, 09 Sep 2016 19:18:34  (-23.1h)",0.9652729999999999,Chinese_dota  AWBP  mouseking  LeiYang,predicting-red-hat-business-value,,new,
1353.0,3.0,"Thu, 11 Aug 2016 17:50:54",0.964873,bowen,predicting-red-hat-business-value,,↓351,
1354.0,25.0,"Tue, 06 Sep 2016 07:49:57",0.964669,Nikhil,predicting-red-hat-business-value,,↓340,
1355.0,9.0,"Thu, 08 Sep 2016 22:22:42",0.964457,YuZhou,predicting-red-hat-business-value,,new,
1356.0,4.0,"Tue, 06 Sep 2016 06:36:28  (-3.9d)",0.964318,aboul,predicting-red-hat-business-value,,↓351,
1357.0,4.0,"Fri, 05 Aug 2016 09:25:13",0.964304,Zarmeen,predicting-red-hat-business-value,,↓351,
1358.0,5.0,"Sun, 14 Aug 2016 18:48:32  (-19.7h)",0.9641850000000001,Joerg Rings,predicting-red-hat-business-value,,↓351,
1359.0,3.0,"Wed, 10 Aug 2016 02:05:20",0.9641629999999999,S Guan,predicting-red-hat-business-value,,↓351,
1360.0,4.0,"Tue, 16 Aug 2016 09:07:49  (-1.1h)",0.9639200000000001,The Wiz of Oz,predicting-red-hat-business-value,,↓351,
1361.0,5.0,"Thu, 04 Aug 2016 02:03:38  (-7.2h)",0.963851,Emil Kayumov,predicting-red-hat-business-value,,↓351,
1362.0,2.0,"Fri, 09 Sep 2016 18:04:17",0.9636100000000001,Carlos Fernandez-Basso,predicting-red-hat-business-value,,new,
1363.0,13.0,"Wed, 07 Sep 2016 07:35:12  (-26.2h)",0.9635549999999999,AndrewTkach,predicting-red-hat-business-value,,new,
1364.0,9.0,"Mon, 08 Aug 2016 14:23:44  (-4.4h)",0.963067,Дмитрий Мусин,predicting-red-hat-business-value,,↓352,
1365.0,3.0,"Thu, 04 Aug 2016 02:18:36",0.9630340000000001,JorgeArellano,predicting-red-hat-business-value,,↓352,
1366.0,7.0,"Tue, 23 Aug 2016 20:41:26  (-0.1h)",0.962601,Mukundan Sankar,predicting-red-hat-business-value,,↓351,
1367.0,9.0,"Wed, 17 Aug 2016 09:06:44  (-13d)",0.9624360000000001,YHan,predicting-red-hat-business-value,,↓351,
1368.0,6.0,"Mon, 08 Aug 2016 18:44:45  (-5.5d)",0.962195,Big hands JJ,predicting-red-hat-business-value,,↓350,
1369.0,1.0,"Thu, 04 Aug 2016 15:18:23",0.961929,RickArko,predicting-red-hat-business-value,,↓349,
1370.0,2.0,"Fri, 12 Aug 2016 09:05:30  (-22.6h)",0.9618049999999999,Sibanjan,predicting-red-hat-business-value,,↓349,
1371.0,18.0,"Wed, 24 Aug 2016 15:48:26  (-9.1h)",0.9617870000000001,rameshbalaji,predicting-red-hat-business-value,,↓349,
1372.0,5.0,"Wed, 31 Aug 2016 11:57:54  (-21h)",0.9616809999999999,Steve Thistle,predicting-red-hat-business-value,,↓349,
1373.0,7.0,"Thu, 08 Sep 2016 08:40:30  (-3.5d)",0.961616,Pauline,predicting-red-hat-business-value,,↓341,
1374.0,3.0,"Tue, 30 Aug 2016 17:41:30  (-21.8d)",0.9616020000000001,Antonio Rodriguez Hidalgo,predicting-red-hat-business-value,,↓350,
1375.0,8.0,"Sun, 21 Aug 2016 12:11:28  (-3.7d)",0.961591,Ursan,predicting-red-hat-business-value,,↓350,
1376.0,14.0,"Mon, 22 Aug 2016 15:21:50  (-9.2d)",0.961508,Yallen,predicting-red-hat-business-value,,↓350,
1377.0,2.0,"Thu, 01 Sep 2016 00:45:37",0.961408,ILJI CHOI,predicting-red-hat-business-value,,↓350,
1378.0,2.0,"Wed, 17 Aug 2016 09:41:42",0.961376,StefanB,predicting-red-hat-business-value,,↓350,
1379.0,1.0,"Sat, 27 Aug 2016 08:38:24",0.96131,Martin Kou,predicting-red-hat-business-value,,↓350,
1380.0,15.0,"Fri, 26 Aug 2016 07:30:29  (-17.4h)",0.961269,CoMartel,predicting-red-hat-business-value,,↓350,
1381.0,6.0,"Mon, 22 Aug 2016 01:11:39  (-44.5h)",0.961058,Dhara,predicting-red-hat-business-value,,↓348,
1382.0,5.0,"Sun, 28 Aug 2016 06:32:17  (-0.5h)",0.961052,Victor 2,predicting-red-hat-business-value,,↓348,
1383.0,8.0,"Sat, 03 Sep 2016 20:41:09  (-8.9d)",0.960952,Song,predicting-red-hat-business-value,,↓348,
1384.0,3.0,"Thu, 04 Aug 2016 16:38:44  (-23h)",0.960849,Eryk Walczak,predicting-red-hat-business-value,,↓348,
1385.0,5.0,"Wed, 31 Aug 2016 16:02:37",0.960562,Louis_M,predicting-red-hat-business-value,,↓348,
1386.0,3.0,"Fri, 05 Aug 2016 18:10:23  (-0.6h)",0.960382,fly_er,predicting-red-hat-business-value,,↓348,
1387.0,1.0,"Wed, 03 Aug 2016 15:17:17",0.959867,Jose Gomez,predicting-red-hat-business-value,,↓348,
1388.0,5.0,"Mon, 29 Aug 2016 17:51:08",0.95968,Prabhu M,predicting-red-hat-business-value,,↓347,
1389.0,7.0,"Tue, 09 Aug 2016 13:05:34  (-3.6h)",0.959276,Fangorn,predicting-red-hat-business-value,,↓347,
1390.0,3.0,"Sun, 21 Aug 2016 10:39:01",0.959247,CodingManiac  MohitPokharna  RAJATGARG  RahulBarnwal,predicting-red-hat-business-value,,↓347,
1391.0,3.0,"Sat, 03 Sep 2016 16:45:21  (-2.5h)",0.959226,Yu Hai,predicting-red-hat-business-value,,new,
1392.0,1.0,"Mon, 22 Aug 2016 13:21:35",0.9592120000000001,Dinka16,predicting-red-hat-business-value,,↓348,
1393.0,2.0,"Wed, 03 Aug 2016 10:48:46  (-15.8h)",0.9592,Saquib Ahmad,predicting-red-hat-business-value,,↓347,
1394.0,1.0,"Fri, 05 Aug 2016 06:17:40",0.9589139999999999,onoue,predicting-red-hat-business-value,,↓347,
1395.0,7.0,"Thu, 11 Aug 2016 15:30:33  (-22h)",0.9589049999999999,go Medjugorje get Brosio  3mpty  mangiaz,predicting-red-hat-business-value,,↓347,
1396.0,8.0,"Fri, 12 Aug 2016 11:00:48",0.9588530000000001,gerre22,predicting-red-hat-business-value,,↓345,
1397.0,5.0,"Sun, 04 Sep 2016 02:30:45  (-16.5d)",0.958724,Allen,predicting-red-hat-business-value,,↓345,
1398.0,7.0,"Thu, 11 Aug 2016 16:14:35",0.958514,Dong Zhou,predicting-red-hat-business-value,,↓344,
1399.0,1.0,"Wed, 03 Aug 2016 19:15:32",0.9583889999999999,Gillu!!,predicting-red-hat-business-value,,↓344,
1400.0,8.0,"Sun, 14 Aug 2016 06:27:43  (-3.9h)",0.958284,Marko,predicting-red-hat-business-value,,↓344,
1401.0,4.0,"Thu, 11 Aug 2016 13:22:14  (-5.9d)",0.958206,true_pk,predicting-red-hat-business-value,,↓344,
1402.0,3.0,"Fri, 05 Aug 2016 13:41:18  (-0.8h)",0.957842,Gaurav,predicting-red-hat-business-value,,↓344,
1403.0,3.0,"Wed, 31 Aug 2016 16:14:23",0.9575940000000001,HugoSantos,predicting-red-hat-business-value,,↓344,
1404.0,5.0,"Wed, 07 Sep 2016 00:09:13",0.956993,noxgboost  noxgboost  ArtemMerinov,predicting-red-hat-business-value,,↓286,
1405.0,2.0,"Wed, 07 Sep 2016 22:51:47",0.956787,mindful,predicting-red-hat-business-value,,new,
1406.0,6.0,"Sat, 06 Aug 2016 11:21:09",0.9564729999999999,pbreithaupt,predicting-red-hat-business-value,,↓344,
1407.0,2.0,"Wed, 03 Aug 2016 15:48:10",0.956463,Marko Jocic,predicting-red-hat-business-value,,↓344,
1408.0,6.0,"Wed, 03 Aug 2016 17:54:43",0.9563870000000001,no_stream,predicting-red-hat-business-value,,↓344,
